Название;Категория;Производитель;SKU;guid;ЗакупочнаяЦена;БонуснаяЦена;ПолнаяЦена;НаличиеНурсултан;НаличиеПавлодар;Гарантия;КодОпенкарта;НаличиеАлматы;НаличиеПанфилова;
"Видеокарта Gigabyte RTX 3060 WINDFORCE OC 12G, GV-N3060WF2OC-12GD";"Видеокарты";"Gigabyte";"GV-N3060WF2OC-12GD";10e26db5-ffad-11ed-b0e3-a8a1595902d2;165149;194050;163283;0;3;12 мес.;88889232;0;0;
"Клавиатура A4Tech Bloody S98 Naraka";"Клавиатуры";"A4Tech";"S98 Naraka";2bf855b5-035f-11ee-b0e3-a8a1595902d2;40609;48934;35426;0;2;12 мес.;60541;0;0;
"Диск SSD 2.5"" 512 GB Silicon Power A55 SP512GBSS3A55S25";"Твердотельные диски (SSD)";"Silicon Power";"SP512GBSS3A55S25";fa5b32e5-0cdd-11ee-b0e6-a8a1595902d2;17436;22667;18422;0;2;12 мес;60439;0;0;
"Комплект игровой клавиатура + мышь Defender Glion C-123 RU";"Игровые наборы";"Defender";"45123";0a28578f-0cde-11ee-b0e6-a8a1595902d2;3943;5717;6005;0;2;12 мес;55825;0;0;
"Процессор Intel Core i5-12400 OEM";"Процессоры";"Intel";"i5-12400 OEM";1ef8de08-0cde-11ee-b0e6-a8a1595902d2;98421;116137;77578;0;3;12 мес;55398;0;0;
"Выпрямитель ROWENTA SF1629F0";"Щипцы, плойки, стайлеры";"Rowenta";"1830008391";1ef8de80-0cde-11ee-b0e6-a8a1595902d2;17243;22524;14550;0;1;12 мес;60204;0;0;
"Материнская плата Gigabyte B550M K";"Материнские платы";"Gigabyte";"B550M K";2f04bfa3-0cde-11ee-b0e6-a8a1595902d2;41294;49759;45181;0;1;12 мес;60426;0;0;
"Клавиатура A4Tech Bloody S98 Navy";"Клавиатуры";"A4Tech";"S98 Navy";d98729e6-0f23-11ee-b0e6-a8a1595902d2;24246;30890;25406;0;1;12 мес.;60628;0;0;
"Весы напольные GALAXY LINE GL 4831";"Напольные весы";"GALAXY";"гл4831";6c118182-13d6-11ee-b0e6-a8a1595902d2;3765;4706;5244;0;2;12 мес.;60604;0;0;
"Мышь беспроводная A4Tech Fstyler FB12S, Black";"Мыши";"A4Tech";"FB12S Black";4ce9ddc8-22c7-11ee-b0e7-a8a1595902d2;4256;6171;5740;0;1;12 мес.;88905833;0;0;
"Видеокарта PALIT RTX 4060 Ti DUAL 8G, NE6406T019P1-1060D";"Видеокарты";"Palit";"NE6406T019P1-1060D";1c4d5635-2451-11ee-b0e7-a8a1595902d2;221838;259550;226365;0;1;12 мес;60647;0;0;
"Батарейка аккумуляторная CAMELION AA, NH-AA2700ARBP2, Lockbox Rechargeable, 1.2V, 2шт";"Батарейки и зарядные устройства";"CAMELION";"NH-AA2700ARBP2";de0136d1-29d6-11ee-b0ea-a8a1595902d2;2500;3125;2678;0;9;1 мес.;88908322;0;0;
"Батарейка аккумуляторная CAMELION AA, NH-AA2000HPBP2, Lockbox ""Hyper"" Rechargeable, 1.2V, 2шт";"Батарейки и зарядные устройства";"CAMELION";"NH-AA2000HPBP2";de0136d3-29d6-11ee-b0ea-a8a1595902d2;1665;2081;1784;0;4;1 мес.;88908323;0;0;
"Внешний HDD 2.5"" 1Tb Toshiba Canvio Basics, HDTB510EK3AA";"Внешние HDD/SSD";"Toshiba";"HDTB510EK3AA";d8d63780-32bc-11ee-b0eb-a8a1595902d2;30480;37643;32495;0;2;24 мес.;88895798;0;0;
"Кабель питания iPower С13-С14, 1.2 метра";"Кабели";"iPower";"iPower С13-С14 ";d8d63783-32bc-11ee-b0eb-a8a1595902d2;857;1926;1362;0;7;1 мес.;88890639;0;0;
"Патч-корд SHIP S4025BL0200-P, Cat.5e, FTP LSZH, 2 метра, Blue";"Патчкорды и коннекторы";"SHIP";"S4025BL0200-P";cd522e28-3692-11ee-b0eb-a8a1595902d2;709;900;995;0;4;1 мес.;88908093;0;0;
"Клавиатура Rapoo V500PRO-87, RGB, Bluetooth";"Клавиатуры";"RAPOO";"V500PRO-87";519aa9ba-3a8b-11ee-b0eb-a8a1595902d2;10000;13400;18200;0;10;12 мес.;134541;0;0;
"Клавиатура Rapoo V500PRO Wireless Pink, RGB";"Клавиатуры";"RAPOO";"V500PRO Wireless Pink";519aa9bc-3a8b-11ee-b0eb-a8a1595902d2;16000;20800;20480;0;1;12 мес.;134543;0;0;
"Картридж Europrint EPC-W1500A";"Картриджи, тонеры, барабаны";"Europrint";"EPC-150A (W1500A)";bfb8217c-400f-11ee-b0eb-a8a1595902d2;4326;6273;10935;0;1;1 мес.;88894115;0;0;
"Наушники беспроводные Edifier G2BT, White";"Наушники и гарнитуры";"Edifier";"G2BT White";d770dabc-4fdc-11ee-b0ee-a8a1595902d2;13860;18365;16940;0;3;12 мес.;88888094;0;0;
"Наушники беспроводные Edifier G2BT, Pink";"Наушники и гарнитуры";"Edifier";"G2BT Pink";d770dabe-4fdc-11ee-b0ee-a8a1595902d2;13860;18365;18018;0;1;12 мес.;88888095;0;0;
"Наушники беспроводные Edifier G2BT, Black";"Наушники и гарнитуры";"Edifier";"G2BT Black";d770dac0-4fdc-11ee-b0ee-a8a1595902d2;13590;18007;16930;0;1;12 мес.;88888096;0;0;
"Наушники Canyon EPM-01 White, CNE-CEPM01W";"Наушники и гарнитуры";"Canyon";"CNE-CEPM01W";f6a231d1-5450-11ee-b0ef-a8a1595902d2;637;1588;887;0;1;1 мес.;88888098;0;1;
"Наушники Canyon EPM-01 Black, CNE-CEPM01B";"Наушники и гарнитуры";"Canyon";"CNE-CEPM01B";f6a231d3-5450-11ee-b0ef-a8a1595902d2;635;1583;887;0;6;1 мес.;88888099;0;0;
"Видеокарта MaxSun GT1030 Transformer4GD4, 4GB GDDR4";"Видеокарты";"MaxSun";"MS-GT1030 Transformer4GD4";f6a231fd-5450-11ee-b0ef-a8a1595902d2;38416;47119;48369;0;1;12 мес.;88889241;0;0;
"Батарейки Varta AAA R03P, Superlife, 1.5V, 4шт в блистере";"Батарейки и зарядные устройства";"Varta";"AAA R03P Superlife 4шт в блистере";dca03dbc-5e83-11ee-b0ef-a8a1595902d2;965;1407;795;0;3;1 мес.;88908328;0;0;
"Материнская плата MaxSun Challenger B760M-F";"Материнские платы";"MaxSun";"MS-Challenger B760M-F";9a9a2d01-606c-11ee-b0ef-a8a1595902d2;39604;48515;42128;0;1;24 мес;88889697;0;0;
"Монитор 27"" X-Game XG Darknet X 240HZ";"Мониторы";"X-Game";"XG Darknet X 240HZ";6f0a44de-6279-11ee-b0ef-a8a1595902d2;76500;98581;88995;0;2;12 мес;88887905;0;0;
"Переходник HDMI (F) - DVI-I (M) (24+5)";"Адаптеры";"No name";"HDMI (F) ? DVI (M) (24+5)";de18981b-6974-11ee-b0ef-a8a1595902d2;330;1200;1300;0;1;1 мес.;88890641;0;0;
"Комплект беспроводной клавиатура + мышь A4Tech Fstyler FG1112 Black";"Наборы Клавиатура + Мышь";"A4Tech";"FG1112 Black";7a096aa1-7188-11ee-b0f1-a8a1595902d2;7153;9657;9279;0;2;12 мес.;88887981;0;0;
"Комплект беспроводной клавиатура + мышь A4Tech Fstyler FG1112 White";"Наборы Клавиатура + Мышь";"A4Tech";"FG1112 White";7a096aa3-7188-11ee-b0f1-a8a1595902d2;7352;9925;9461;0;2;12 мес.;88887982;0;0;
"Чайник Kitfort КТ-6121-3";"Чайники и термопоты";"KITFORT";"КТ-6121-3";5e02512c-7479-11ee-b0f1-a8a1595902d2;13493;18490;16956;0;1;12 мес.;88899787;0;0;
"Чайник Kitfort КТ-616";"Чайники и термопоты";"KITFORT";"КТ-616";5e02512e-7479-11ee-b0f1-a8a1595902d2;25718;34290;29990;0;1;12 мес.;88899788;0;0;
"Корпус GameMax Mesh BOX White, 12920100030";"Корпуса";"GameMax";"12920100030";55af5ee2-74cb-11ee-b0f1-a8a1595902d2;24906;33743;27927;0;1;1 мес.;88908831;0;0;
"Материнская плата Gigabyte H510M H V2";"Материнские платы";"Gigabyte";"H510M H V2";9e601250-77d6-11ee-b0f1-a8a1595902d2;30565,78;37749;34688;0;2;36 мес.;88889707;0;1;
"Геймпад Defender Archer Black, 64248";"Игровые манипуляторы";"Defender";"Archer Black 64248";824b2d42-792f-11ee-b0f1-a8a1595902d2;5456;8839;10414;0;1;12 мес.;88897556;0;0;
"Видеокарта ASUS Dual RTX 4060 Ti OC Edition 8GB GDDR6 DUAL-RTX4060TI-O8G-WHITE";"Видеокарты";"ASUS";"DUAL-RTX4060TI-O8G-WHITE";2e712c40-7ec9-11ee-b0f1-a8a1595902d2;263477;324072;234165;0;1;12 мес;88910698;0;0;
"Внешний SSD 1TB Kingston XS1000 Black, SXS1000/1000G";"Внешние HDD/SSD";"Kingston";"SXS1000/1000G";2e712c49-7ec9-11ee-b0f1-a8a1595902d2;42479,98;52414;41121;0;1;12 мес;88910701;0;0;
"Процессор Intel Core i5-12400 BOX";"Процессоры";"Intel";"i5-12400 BOX";2e712c4f-7ec9-11ee-b0f1-a8a1595902d2;99435;126607;79206;0;5;12 мес;88910703;0;0;
"Процессор Intel Core i5-14600K OEM";"Процессоры";"Intel";"i5-14600K OEM";2e712c85-7ec9-11ee-b0f1-a8a1595902d2;113426;133843;174776;0;1;12 мес;88910721;0;0;
"Внешний накопитель Netac Z7S 240GB NT01Z7S-240G-32BK";"Внешние HDD/SSD";"Netac";"Z7S 240GB NT01Z7S-240G-32BK";2e712c9d-7ec9-11ee-b0f1-a8a1595902d2;11684;15481;15532;0;1;12 мес;88910729;0;0;
"Видеокарта Afox GT 730 4GB DDR3 AF730-4096D3L5";"Видеокарты";"Afox";"AF730-4096D3L5";7e1c11b3-7f8f-11ee-b0f1-a8a1595902d2;26356;33444;37995;0;1;12 мес;88910861;0;0;
"Мышь Rapoo B20 Silent Black";"Мыши";"RAPOO";"B20 Silent Black";087da23e-8226-11ee-b0f1-a8a1595902d2;2200;3130;2453;0;3;12 мес;88910919;0;0;
"Мышь Logitech Signature M650 L White, 910-006238";"Мыши";"Logitech";"910-006238";135ef969-8226-11ee-b0f1-a8a1595902d2;19638,3;25235;24612;0;1;12 мес;88910990;0;0;
"Мышь Rapoo VT9S, Black";"Мыши";"RAPOO";"VT9S";135ef975-8226-11ee-b0f1-a8a1595902d2;15500;20150;25472;0;1;12 мес;88910994;0;0;
"Мышь Genius NX-8000S Red, 31030025401";"Мыши";"Genius";"31030025401";135ef984-8226-11ee-b0f1-a8a1595902d2;3517;4396;3220;0;4;12 мес;88910999;0;0;
"Мышь HyperX Pulsefire Haste 2 Wireless Black, 6N0B0AA";"Мыши";"HyperX";"6N0B0AA";1d731546-8226-11ee-b0f1-a8a1595902d2;42973;51782;41364;0;1;12 мес;88911025;0;0;
"Блок питания Deepcool GamerStorm PK650D, PK650D-FA0B-EU";"Блоки питания";"DeepCool";"R-PK650D-FA0B-EU";b1b38ff1-82d2-11ee-b0f1-a8a1595902d2;27200;36485;30885;0;1;12 мес;88911050;0;0;
"Маршрутизатор Mercusys MR1800X";"Маршрутизаторы";"Mercusys";"MR1800X";195ea945-8390-11ee-b0f1-a8a1595902d2;19114,24;26468;27716;0;2;12 мес;88911204;0;0;
"Материнская плата ASUS PRIME B760M-K, DDR5";"Материнские платы";"ASUS";"PRIME B760M-K";5c5fff28-83dc-11ee-b0f1-a8a1595902d2;56032;67180;61850;0;3;12 мес;88911263;0;0;
"Наушники HyperX CloudX Stinger Xbox Black, HX-HSCSX-BK 4P5K1AA";"Наушники и гарнитуры";"HyperX";"HX-HSCSX-BK 4P5K1AA";5c5fff43-83dc-11ee-b0f1-a8a1595902d2;21281;26708;27900;0;2;12 мес;88911272;0;0;
"Жесткий диск Seagate Exos X18 16TB ST16000NM004J";"Жесткие диски 3.5"" (для ПК)";"Seagate";"ST16000NM004J";546bfead-846b-11ee-b0f1-a8a1595902d2;168325;206194;195831;0;1;12 мес;88911284;0;0;
"Жесткий диск 6TB Seagate SkyHawk AI ST6000VX009";"Жесткие диски 3.5"" (для ПК)";"Seagate";"ST6000VX009";77cc4ade-8477-11ee-b0f1-a8a1595902d2;79990;95188;74730;0;1;12 мес;88911303;0;0;
"Коммутатор BDCOM S1008C";"Коммутаторы";"BDCOM";"S1008C";7fbdfbb2-8477-11ee-b0f1-a8a1595902d2;5500;7810;7980;0;5;12 мес;88911315;0;0;
"Диск SSD 2.5"" 256Gb Netac SA500, NT01SA500-256-S3X";"Твердотельные диски (SSD)";"Netac";"NT01SA500-256-S3X";36d24082-847b-11ee-b0f1-a8a1595902d2;9830;13172;10286;0;10;24 мес.;88911504;0;0;
"Материнская плата MSI Pro B760M-P";"Материнские платы";"MSI";"Pro B760M-P";41a49566-854a-11ee-b0f1-a8a1595902d2;52876;66629;59847;0;1;12 мес;88911598;0;0;
"Корпус 1stPlayer Firebase X6-BK X6-BK-4F2C3";"Корпуса";"1stPlayer";"X6-BK-4F2C3";5366f021-854a-11ee-b0f1-a8a1595902d2;17656;22688;23388;0;4;12 мес;88911625;0;0;
"Материнская плата MSI Pro B650M-P";"Материнские платы";"MSI";"Pro B650M-P";64e78779-854a-11ee-b0f1-a8a1595902d2;64310;76850;64724;0;1;12 мес;88911697;0;0;
"Корпус ADATA XPG Defender Black, DEFENDER-BKCWW";"Корпуса";"ADATA";"DEFENDER-BKCWW";d83be5ed-8902-11ee-b0f1-a8a1595902d2;25000;37985;49900;0;5;12 мес;88911732;0;0;
"Диск SSD 2.5"" 1Tb GIGABYTE, GP-GSTFS31100TNTD";"Твердотельные диски (SSD)";"Gigabyte";"GP-GSTFS31100TNTD";2eeb4417-8921-11ee-b0f1-a8a1595902d2;30267;37380;42414;0;1;12 мес;88911840;0;0;
"Кулер для процессора Bequiet! Dark Rock PRO TR4, BK023";"Кулеры для процессоров";"be quiet!";"BK023";d17dcb50-8a92-11ee-b0f1-a8a1595902d2;40180;49890;52088;0;1;12 мес;88911868;0;0;
"Планетарный миксер Kitfort KT-3018-3, черный";"Миксеры";"KITFORT";"KT-3018-3";087bed50-8cd6-11ee-b0f1-a8a1595902d2;38693;51264;49520;0;1;12 мес;88911942;0;0;
"Беспроводной миксер Kitfort KT-3408-2, белый";"Миксеры";"KITFORT";"KT-3408-2";d3a75dd3-8cea-11ee-b0f1-a8a1595902d2;4493;7409;7445;0;1;12 мес;88911951;0;0;
"Отпариватель Kitfort KT-962 White";"Отпариватели";"KITFORT";"KT-962 White";d3a75de5-8cea-11ee-b0f1-a8a1595902d2;14168;18885;15688;0;1;12 мес;88911957;0;0;
"Измельчитель Kitfort KT-3087";"Измельчители и терки";"KITFORT";"KT-3087";08fa96f8-8d11-11ee-b0f1-a8a1595902d2;4990;8229;8705;0;1;12 мес;88912005;0;0;
"Аэрофритюрница Kitfort KT-2234, чёрный";"Аэрогрили";"KITFORT";"KT-2234";b60c7cda-8dbf-11ee-b0f2-a8a1595902d2;33743;41673;28260;0;2;12 мес;88912039;0;0;
"Оперативная память DDR5 6400/32Gb (2x16Gb) Corsair Dominator Titanium RGB, CMP32GX5M2B6400C32";"Оперативная память";"Corsair";"CMP32GX5M2B6400C32";8c15a62f-8ec2-11ee-b0f3-a8a1595902d2;91751,17;108942;93595;0;1;12 мес;88912149;0;0;
"Наушники SteelSeries Arctis Nova 1 Black, 61606";"Наушники и гарнитуры";"SteelSeries";"Arctis Nova 1 Black 61606";85009e51-8f32-11ee-b0f3-a8a1595902d2;27334;34304;28756;0;1;12 мес;88912161;0;0;
"Материнская плата MSI PRO H610M-E DDR5";"Материнские платы";"MSI";"PRO H610M-E DDR5";1b222d3a-8f4a-11ee-b0f3-a8a1595902d2;38631;47323;41927;0;1;24 мес;88912174;0;0;
"Вакууматор Kitfort KT-1505-1 Black";"Вакуумные упаковщики";"KITFORT";"KT-1505-1 Black";b16d5859-8f6d-11ee-b0f3-a8a1595902d2;12068;15990;15688;0;1;12 мес;88912229;0;0;
"Холодильник автомобильный Kitfort KT-2422 42л";"Холодильники автомобильные";"KITFORT";"KT-2422 42л";a570ddd2-8ffb-11ee-b0f3-a8a1595902d2;130616;160000;160863;0;1;12 мес;88912262;0;0;
"Корпус FSP CST130A Black";"Корпуса";"FSP";"CST130A Black";a3738517-91f1-11ee-b0f3-a8a1595902d2;16717;21732;18122;0;1;1 мес.;88912721;0;0;
"Корпус FSP CMT195W White";"Корпуса";"FSP";"CMT195W White";a373851e-91f1-11ee-b0f3-a8a1595902d2;15610;21849;17338;0;1;1 мес.;88912723;0;0;
"Корпус FSP CMT211A Black";"Корпуса";"FSP";"CMT211A Black";a3738527-91f1-11ee-b0f3-a8a1595902d2;19989;27680;22035;0;1;1 мес.;88912726;0;0;
"Оперативная память DDR5 5600/32Gb (2x16Gb) Kingston FURY Beast RGB, KF556C36BWEAK2-32";"Оперативная память";"Kingston";"KF556C36BWEAK2-32";d938c0f1-9256-11ee-b0f3-a8a1595902d2;62030;77985;85480;0;1;36 мес.;88912737;0;0;
"Оперативная память DDR5 5600/32Gb (2x16Gb) Kingston FURY Beast, KF556C36BBEK2-32";"Оперативная память";"Kingston";"KF556C36BBEK2-32";38623ec4-928b-11ee-b0f3-a8a1595902d2;62601;74808;77495;0;19;36 мес;88912743;0;0;
"Электрический чайник CENTEK CT-0035 Silver";"Чайники и термопоты";"Centek";"CT-0035 Silver";ea264bdd-93e8-11ee-b0f3-a8a1595902d2;4120;5974;6286;0;1;12 мес;88912835;0;0;
"Электрический чайник CENTEK CT-0058 Sydney";"Чайники и термопоты";"Centek";"CT-0058";ea264be0-93e8-11ee-b0f3-a8a1595902d2;10244;13420;11227;0;1;12 мес;88912836;0;0;
"Оперативная память DDR4 3200/32Gb (2x16Gb) Kingston FURY Renegade, KF432C16RB12K2/32";"Оперативная память";"Kingston";"KF432C16RB12K2/32";db789f21-940b-11ee-b0f3-a8a1595902d2;48290;63014;44762;0;2;12 мес;88912854;0;0;
"Самовар Centek CT-0092, Black";"Чайники и термопоты";"Centek";"CT-0092 Black";90cf1e74-942a-11ee-b0f3-a8a1595902d2;30957;40786;32985;0;1;12 мес.;88912882;0;0;
"Корпус PCCooler I100 PRO MESH WH, White";"Корпуса";"PCCOOLER";"I100 PRO MESH WH";8bf822ee-942f-11ee-b0f3-a8a1595902d2;15260;20947;19219;0;1;1 мес;88912883;0;0;
"Оперативная память для сервера DDR5 5600/16Gb Kingston Fury Renegade PRO XMP, KF556R36RB-16, RDIMM";"Оперативная память для сервера";"Kingston";"KF556R36RB-16";2502f65f-94e3-11ee-b0f3-a8a1595902d2;36077;44194;43292;0;2;12 мес;88912922;0;0;
"Плита электрическая Centek CT-1506 White";"Настольные плиты";"Centek";"CT-1506 White";dbda9778-94f9-11ee-b0f3-a8a1595902d2;3944;5719;5692;0;2;12 мес.;88912937;0;0;
"Внешний SSD 2TB Kingston XS1000 Black, SXS1000/2000G";"Внешние HDD/SSD";"Kingston";"SXS1000/2000G";24f5bfc0-957e-11ee-b0f3-a8a1595902d2;65092,2;77460;64555;0;1;12 мес;88912944;0;0;
"Диск SSD 2.5"" 1TB Netac SA500, NT01SA500-1T0-S3X";"Твердотельные диски (SSD)";"Netac";"NT01SA500-1T0-S3X";8809b925-981d-11ee-b0f3-a8a1595902d2;29194;36347;36909;0;2;12 мес;88913032;0;0;
"Диск SSD 2.5"" 1TB Team Group CX2, T253X6001T0C101";"Твердотельные диски (SSD)";"TEAM";"T253X6001T0C101";959d4d2c-981d-11ee-b0f3-a8a1595902d2;29106;36680;34373;0;1;12 мес;88913050;0;0;
"Микрофон HyperX DuoCast, 4P5E2AA";"Микрофоны";"HyperX";"4P5E2AA";60ce0abb-98b3-11ee-b0f3-a8a1595902d2;35600;44985;51900;0;1;12 мес;88913060;0;0;
"Клавиатура Razer DeathStalker V2 Pro Ru, RZ03-04360800-R3R1";"Клавиатуры";"Razer";"RZ03-04360800-R3R1";60ce0ac7-98b3-11ee-b0f3-a8a1595902d2;88990;108385;104075;0;1;12 мес;88913061;0;1;
"Аккумуляторы CAMELION AlwaysReady Ni-MH Rechargeable NH-AAA1100ARBP2";"Батарейки и зарядные устройства";"CAMELION";"NH-AAA1100ARBP2";78cc6493-98b5-11ee-b0f3-a8a1595902d2;1155;2050;1683;0;3;1 мес.;88913052;0;0;
"Электрический чайник Redmond RK-G193";"Чайники и термопоты";"Redmond";"RK-G193";78cc6499-98b5-11ee-b0f3-a8a1595902d2;10392;14648;20151;0;1;12 мес.;88913054;0;0;
"Мышь RAZER Cobra, RZ01-04650100-R3M1";"Мыши";"Razer";"RZ01-04650100-R3M1";36711b92-9902-11ee-b0f3-a8a1595902d2;17490;22737;22387;0;2;12 мес;88913069;0;0;
"Наушники Razer Kaira X for Xbox Blue, RZ04-03970400-R3M1";"Наушники и гарнитуры";"Razer";"RZ04-03970400-R3M1";edfe52bb-99b7-11ee-b0f3-a8a1595902d2;19314;24818;29585;0;1;12 мес;88913088;0;0;
"Наушники Razer Kaira X for Xbox Electric Volt, RZ04-03970600-R3M1";"Наушники и гарнитуры";"Razer";"RZ04-03970600-R3M1";edfe52c1-99b7-11ee-b0f3-a8a1595902d2;19314;24818;29585;0;1;12 мес;88913090;0;0;
"Наушники Razer Kaira X for Xbox Pulse Red, RZ04-03970500-R3M1";"Наушники и гарнитуры";"Razer";"RZ04-03970500-R3M1";edfe52c4-99b7-11ee-b0f3-a8a1595902d2;19314;24818;29585;0;1;12 мес;88913091;0;0;
"Наушники RAZER Kraken V3 X USB, RZ04-03750300-R3M1";"Наушники и гарнитуры";"Razer";"RZ04-03750300-R3M1";edfe52d9-99b7-11ee-b0f3-a8a1595902d2;23333;29283;37393;0;1;12 мес;88913098;0;0;
"Наушники RAZER Kraken X for Console, RZ04-02890200-R3M1";"Наушники и гарнитуры";"Razer";"RZ04-02890200-R3M1";edfe52f4-99b7-11ee-b0f3-a8a1595902d2;14744;19536;26280;0;1;12 мес;88913107;0;0;
"МФУ HP LaserJet Enterprise M430f, 3PZ55A";"МФУ лазерные";"HP";"3PZ55A";cbb2abaa-9a7d-11ee-b0f3-a8a1595902d2;280976;328742;297095;0;1;12 мес.;88913175;0;0;
"Клавиатура A4Tech Bloody S87 PINK";"Клавиатуры";"A4Tech";"S87 PINK";d9ea3dc3-9aae-11ee-b0f3-a8a1595902d2;22612;31995;24867;0;1;12 мес.;88913179;0;0;
